"Action,Id,ShopName,ShopNameDisplay,ShopStatus,ShopType,SPLC,SCAC,Address1,Address2,City,State,Zip,IsAITXShop,CertifcationClass,CertificationDate,CertificateExpiration,Comment,CurrencyCode,DeliveryLines,DisplayOnCustomerMap,DisplayOnWebPortal,Email,EnvironmentalReview,Fax,LaborRate,Latitude,Longitude,LogoURL,Phone,SAP,Website,EnterDate,EnterUserId,LastEditDate,LastEditUserId,Last Verified,,,,"
",2261,Guardian Rail - Kansas City,Guardian Rail - Kansas City (Kansas City),Active,Repair,566900000,NFX,8116 WIlson Rd,,Kansas City,MO,64125,No,,,,Added from Insight,,KCTL,No,No,KCityCSR@Guardian Rail-rail.com; kristi.slusher@Guardian Rail-rail.com; Brian.Laybourne@Guardian Rail-rail.com; Joshua.Stechman@Guardian Rail-rail.com; Kristi.Coppenbarger@Guardian Rail-rail.com; marcus.robinson@Guardian Rail-rail.com; Mike.Holmes@Guardian Rail-rail.com,No,,,,,,,1009020,,2023-01-06 00:00:00,1,2024-10-17 08:58:21,5800,2025-03-03,,,,"
",2024,Guardian Rail - Kingsport,Guardian Rail - Kingsport (Kingsport),Active,Repair,,,4509 West Stone Dr. Bldg 100,,Kingsport,TN,37660,No,,,,,,CSXT,No,No,david.sluss@Guardian Rail-rail.com; tony.ryder@Guardian Rail-rail.com; rory.zent@Guardian Rail-rail.com> ,No,,,,,,,1008744,,2016-03-04 14:08:01,49,2023-05-03 10:33:43,5715,2025-03-03,,,,"
",2262,Guardian Rail - Maumee,Guardian Rail - Maumee (Maumee),Active,Repair,343260000,NFX,421 Illinois Ave,,Maumee,OH,43537,No,,,,Added from Insight,,NS,No,No,MaumeeCSR@Guardian Rail-rail.com,No,,,,,,,1009020,,2023-01-06 00:00:00,1,2024-06-12 08:32:09,5715,2025-03-03,,,,"
",2263,Guardian Rail - Shelburn,Guardian Rail - Shelburn (Shelburn),Active,Repair,373918000,NFX,8317 N US highway 41,,Shelburn,IN,47879,No,,,,Added from Insight,,,No,No,,No,,,,,,,1009020,,2023-01-06 00:00:00,1,2023-01-05 00:00:00,1,2025-03-03,,,,"
",2264,Guardian Rail - Walbridge,Guardian Rail - Walbridge (Walbridge),Active,Repair,343613000,NFX,6373 Ayers Rd,,Walbridge,OH,43465,No,,,,Added from Insight,,CSX,No,No,joel.moore@Guardian Rail-rail.com; Terrell.Jenkins@Guardian Rail-rail.com,No,,,,,,,1009020,,2023-01-06 00:00:00,1,2025-02-04 14:33:01,5715,2025-03-03,,,,"
",2405,Guardian Rail (Amarillo),Guardian Rail (Amarillo) (Amarillo),Active,Repair,672700000,,12100 E Walls Rd.,,Amarillo,TX,79118,No,,,,amarillocsr@Guardian Rail-rail.com;scott.davis@Guardian Rail-rail.com,,""BNSF, UP"",Yes,Yes,""amarillocsr@Guardian Rail-rail.com, "",No,,,,,,,1009020,,2023-02-09 16:11:12,3509,2024-10-04 10:53:25,5735,2025-03-03,,,,"
",2169,Guardian Rail (Elk Mills),Guardian Rail (Elk Mills) (Elk Mills),Active,Repair,231123000,,702 Elk Mills Road,702 Elk Mills Road,Elk Mills,MD,21920,No,,,,Delivering in CSXT,,CSXT,Yes,No,elkmillscsr@Guardian Rail-rail.com; janis.reed@Guardian Rail-rail.com; jannelle.mohney@Guardian Rail-rail.com,Yes,,,39.659751,-75.81401,,(410) 620-9920,1009020,www.brcrail.com,2022-10-31 14:52:11,5727,2024-10-02 13:04:09,5800,2025-03-03,,,,"
",61,Guardian Rail (Lynchburg),Guardian Rail (Lynchburg) (Lynchburg),Active,Repair,264300000,,3915 Hydro Street,3915 Hydro Street,Lynchburg,VA,24503,No,,,,Delivering in CSXT,,CSXT,Yes,No,roxanne.michaels@Guardian Rail-rail.com; zena.hambrick@Guardian Rail-rail.com; lynchburgcsr@Guardian Rail-rail.com; mark.reed@Guardian Rail-rail.com; gerald.hughes@Guardian Rail-rail.com,Yes,(434) 384-7505,,37.4551326,-79.1846758,,(434) 384-6200,1008744,www.brcrail.com,2007-04-01 00:00:00,1,2024-10-15 11:33:56,5800,2025-03-03,,,,"
",3113,Cathcart Darlington (Mru),Cathcart Darlington (MRU) (Floyd/Darlington),Active,Repair: Mini Mobile,441733000,,,,Floyd/Darlington,SC,29540,No,,,,,,,No,No,vanessa.knapton@cathcart-rail.com,No,,,,,,(708) 490-8938,1009020,,2024-09-20 00:00:00,1,2024-09-25 11:32:21,5715,2025-03-03,,,,"
",3127,Cathcart Field Services,Cathcart Field Services (Grenada),Active,Repair: Mini Mobile,,,643 First Street,,Grenada,MS,38901,No,,,,,,,No,No,demaris.anderson@cathcart-rail.com,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2265,Guardian Rail Rail - Hastings,Guardian Rail Rail - Hastings (Hastings),Active,Repair,558130000,WOX,250 South Maxon Ave,,Hastings,NE,68901,No,,,,Added from Insight,,BNSF or UP via CNRR,No,No,roger.miller@Guardian Rail-rail.com;geramiah.kerr@Guardian Rail-rail.com,No,,,,,,,1009020,,2023-01-06 00:00:00,1,2023-10-26 12:06:17,5715,2025-03-03,,,,"
",2266,Cathcart Rail - Salt Lake City,Cathcart Rail - Salt Lake City (Salt Lake CIty),Active,Repair: Mini Mobile,762800000,NFX,1201 W North Temple,,Salt Lake CIty,UT,84116,No,,,,Added from Insight,,,No,No,,No,,,,,,,1009020,,2023-01-06 00:00:00,1,2024-02-08 06:26:50,5715,2025-03-03,,,,"
",2267,Guardian Rail Rail Dba Bucyrus Railcar Repair,Guardian Rail Rail DBA Bucyrus Railcar Repair (Marion),Active,Repair,,A084,Guardian Rail RAIL D/B/A BUCYRUS RAILCAR REPAIR LL,,Marion,OH,nan,No,,,,""NS - Bucyrus, OH   Touch up only paint shop down  BIR connects with CSX (Parkersburg, West Virginia)"",,NS,No,No,dan.tuttle@Guardian Rail-rail.com; bucyruscsr@Guardian Rail-rail.com,No,,,,,,,1009020,,2023-01-06 00:00:00,1,2024-11-14 12:14:33,5715,2025-03-03,,,,"
",937,""Guardian Rail Repair Facilities, Llc"",""Guardian Rail Repair Facilities, LLC (Kansas City)"",Active,Repair,,,8116 Wilson Road,,Kansas City,MO,64125,No,,,,""Class 1's served; BNSF, NS, CP, KCS & UP"",,KCTL NS UP,Yes,No,KCityCSR@Guardian Rail-rail.com,No,,,39.114462,-94.4912182,,(816) 920-2380,1008744,,2011-11-30 15:42:39,49,2025-01-16 15:22:22,3492,2025-03-03,,,,"
",3117,""Cathcart Repair Facilities, Llc"",""Cathcart Repair Facilities, LLC (Cleveland)"",Active,Repair: Mini Mobile,,,4200 E 71st  Street,,Cleveland,OH,44105,No,,,,,,,No,No,franc.rosalez@cathcar-rail.com,No,,,,,,(419) 371-3319,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",3111,""Guardian Rail Repair Facilities, Llc"",""Guardian Rail Repair Facilities, LLC (Bucyrus)"",Active,Repair,,,811 Hopley Ave,,Bucyrus,OH,44820,No,,,,Use only as last resort-poor turn time,,NS,No,No,jim.switzer@Guardian Rail-rail.com,No,,,40.8000378,-82.9650644,,(409) 561-2575,1008744,,2024-09-20 00:00:00,1,2024-10-14 13:33:57,11,2025-03-03,,,,"
",3112,Cathcart Syracuse (Mru),Cathcart Syracuse (MRU) (Syracuse),Active,Repair: Mini Mobile,182340000,,,,Syracuse,NY,13206,No,,,,,,,No,No,vanessa.knapton@cathcart-rail.com,No,,,,,,(708) 490-8938,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2482,Central California Railcar - Patterson,Central California Railcar - Patterson (Patterson),Active,Repair,,,420 S 2nd ST,,Patterson,CA,95363,No,,,,,,UP - TRACY - CFNR,No,No,CCRQA@AOL.com,No,,,,,,(209) 465-2236,1008222,,2024-08-28 09:43:51,5715,2024-08-28 09:56:20,5715,2025-03-03,,,,"
",74,Central California Railcar - Stockton,Central California Railcar - Stockton (Stockton),Active,Repair,875640000,,1104 N F St,,Stockton,CA,95205,No,,,,""not Tank Certified  can not work on tanks or valves  On STE (previously CCT) which connects w/ UP, BNSF   "",,STE via BNSF or UP,Yes,No,CCRQA@AOL.com,Yes,209-465-4830,,37.9482602,-121.3283796,,(209) 465-2236,1008222,www.centralcaliforniarailcarrepair.com,2007-04-01 00:00:00,1,2024-08-28 10:03:15,5715,2025-03-03,,,,"
",2268,Central Gulf Railcar Services,Central Gulf Railcar Services (Mobile),Active,Repair,479800000,CGRS,TASD,BN CN CSX NS to Mobile,Mobile,AL,36602,No,,,,Added from Insight  10/7 updated emails to new gwrr per Cheryl Planty. James Watson to be sending updated accounting info ,,CGR,No,No,cheryl.planty@gwrr.com; james.h.watson@gwrr.com; anthony.williams@gwrr.com; michael.johnson@gwrr.com,No,,,,,,,1008258,,2023-01-06 00:00:00,1,2025-01-31 12:18:11,5715,2025-03-03,,,,"
",3130,Cf Rail,CF Rail  (Macon),Active,Repair: Mini Mobile,,,,,Macon,GA,nan,No,,,,,,,No,No,kevin.hayles@cfrailservices.com,No,,,,,,,1005771,,2024-09-20 00:00:00,1,2024-10-11 14:35:43,11,2025-03-03,,,,"
",2326,Cf Rail,CF Rail (Chattanooga),Active,Repair: Mini Mobile,,C654,,,Chattanooga,TN,nan,No,,,,,,,No,No,,No,,,,,,,1005770,,2021-02-18 15:31:55,49,2024-10-31 06:02:28,35,2025-03-03,,,,"
",2843,Cf Rail,CF Rail (Mobile),Active,Repair: Mini Mobile,,,,,Mobile,AL,nan,No,,,,,,,No,No,dennis.walker@cfrailservices.com,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2007,Cf Rail Services,CF Rail Services (Columbus),Active,Repair: Mini Mobile,,,4335 Carson Rd,,Columbus,MS,39703,No,,,,402716 OR  402717 OR 402718,,,No,No,Brett.Dabbs@cfrailservices.com; Tyler.Maxwell@cfrailservices.com,No,,,33.3464407,-88.4630486,,(662) 655-4920,1005772,,2015-01-21 09:18:58,273,2020-07-01 10:14:20,1,2025-03-03,,,,"
",2005,Cf Rail Services,CF Rail Services (Dequeen),Review,Repair,,,412 East Locksburg Street,,Dequeen,AR,71832,No,,2014-09-29 00:00:00,,Initial use is for cleaning and interior blast work,,,No,No,Brett.Dabbs@cfrailservices.com,No,,,,,,(870) 518-4828,0,,2014-09-29 16:00:17,23,2014-10-01 14:15:32,273,2025-03-03,,,,"
",2066,Cf Rail Services,CF Rail Services (East Chicago),Active,Repair,363510000,,3915 Kennedy Ave,,East Chicago,IL,46312,No,,,,""IHB interchanges BNSF, CN, CSX, NS, UP (all class 1s)"",,IHB,No,No,daniel.ruiz@cfrailservices.com; oscar.rios@cfrailservices.com; fabiola.castellanos@cfrailservices.com; Jensen.jones@cfrailservices.com    ,No,,,41.6410617,-87.46143047,,(219) 263-0888,1005772,www.cfrailservices.com,2017-02-20 09:31:47,1039,2025-01-31 12:19:33,5715,2025-03-03,,,,"
"814,Cf Rail Services (Frmly Mississippi Rail),CF Rail Services (Frmly Mississippi Rail) (Meridian),Active,Repair,,,4115 Hwy 19 South,,Meridian,MS,39301,No,,2012-05-21 00:00:00,,""Associated with Hoosier Railcar    MNBR connects with CSX, KCS, or NS"",,MNBR,Yes,No,brett.dabbs@cfrailservices.com; Jensen.Jones@cfrailservices.com; Lindsey.McBrayer@cfrailservices.com,No,,,32.291391,-88.4980572,,(601) 644-3725,1008763,,2009-08-27 13:53:24,49,2024-11-06 11:22:05,5715,2025-03-03,,,,"
",2421,Cf Rail Services - Mobile Hammond,CF Rail Services - Mobile Hammond (Chicago),Active,Repair: Mini Mobile,363510000,,PO Box 74007558,,Chicago,IL,60674,No,,,,,,,No,No,gayla.belcher@cfrailservices.com,No,,,,,,,1005772,,2023-04-25 08:16:53,5715,2023-04-25 08:16:53,5715,2025-03-03,,,,"
",79,Cln,CLN (Capreol),Review,Repair,51973,,P.O. Box,,Capreol,ON,P0M 1,No,,,,,,,No,No,,No,(705) 858-1974,,46.705776,-80.921429,,(705) 858-4056,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",802,Cmr Railcar Services Inc.,CMR Railcar Services Inc. (Beamsville),Review,Repair,,,5036 Albert Street,PO Box 268,Beamsville,ON,LOR 1,No,,,,,,,No,No,cmrrail@sympatico.ca,No,,,43.165749,-79.476345,,(905) 563-1667,0,,2009-06-01 10:45:48,254,2009-06-01 10:45:48,254,2025-03-03,,,,"
",2790,""Coastal Railcar Services, Llc"",""COASTAL RAILCAR SERVICES, LLC (WARESBORO)"",Active,Repair: Mini Mobile,,,4308 ALBANY AVE,,WARESBORO,GA,31564,No,,,,,,,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2829,""Code 3 Services, Llc"",""Code 3 Services, LLC (El Dorado)"",Active,Repair: Mini Mobile,,,4624 Junction City Hwy,,El Dorado,AR,71730,No,,,,,,,No,No,larryb@code3llc.net,No,,,,,,(870) 875-1521,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",2270,Conrad Yelvington,Conrad Yelvington (daytona Beach),Active,Repair: Mini Mobile,472983000,CYX,2328 Bellevue Ave,,daytona Beach,FL,32114,No,,,,Added from Insight,,,No,No,,No,,,,,,,1009094,,2023-01-06 00:00:00,1,2023-01-05 00:00:00,1,2025-03-03,,,,"
",94,Consolidated Railcar,Consolidated Railcar (Niagara Falls),Review,Repair,185180000,,,,Niagara Falls,NY,nan,No,,,,,,,No,No,,No,,,43.088021,-79.063125,,(716) 298-1931,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
"Check,72,Corn Products,Corn Products (Argo),Review,Repair,381313000,,,,Argo,IL,nan,No,,,,,,,No,No,ed.krause@cornproducts.com,No,,,41.626415,-90.432571,,(708) 563-5339,0,,2007-04-01 00:00:00,1,2009-05-15 16:02:06,49,2025-03-03,,,,"
",2111,Cranemasters - Richmond Car Repair,Cranemasters - Richmond Car Repair (N Chesterfield),Active,Repair: Mini Mobile,,,8020 Whiteplain Road,,N Chesterfield,VA,23237,No,,,,,,,No,No,ashley.powell@cranemasters.com,No,,,,,,,1008466,,2019-12-20 14:31:00,3492,2023-10-31 09:52:19,5715,2025-03-03,,,,"
",997,Crms ( Contracted  With Sterling Railcar),CRMS ( contracted  with Sterling Railcar) (Sterling),Review,Repair,,,3405 W. 4th St,,Sterling,IL,61081,No,,,,,,,No,No,mebert@crmsrail.net,No,815-626-0216,,,,,(815) 626-0217,0,,2014-08-27 10:39:53,49,2015-03-30 11:19:14,49,2025-03-03,,,,"
",2416,Crms - Creative Rail Marketing Inc,CRMS - Creative Rail Marketing Inc (Chicago),Active,Repair: Mini Mobile,,,1700 West Irving Park Rd.,Suite 310,Chicago,IL,nan,No,,,,,,,No,No,cdonato@crmsrail.com,No,,,,,,,1007669,,2023-03-16 15:20:16,5715,2023-03-16 15:28:56,5715,2025-03-03,,,,"
",2062,Crms Contracting With Moran Environmental,CRMS contracting with Moran Environmental (0),Review,Cleaning,,,,,,0,nan,No,,,,,,,No,No,,No,,,,,,,0,,2016-11-30 16:18:37,49,2016-11-30 16:22:30,49,2025-03-03,,,,"
",2410,Crs - Creative Railcar Stenciling Services,CRS - Creative Railcar Stenciling Services (Carol Stream),Active,Repair: Mini Mobile,,,PO Box 5450,,Carol Stream,IL,60197,No,,,,Mobile Stenciling,,,No,No,dmadzey@crmsrail.com; cgonzalez@crmsrail.com; ,No,,,,,,,1009281,,2023-03-02 10:56:57,5715,2023-03-16 15:27:49,5715,2025-03-03,,,,"
"Check,825,Crystal Car Line,Crystal Car Line (Chicago),Review,Repair,,,12985 Collections Center Drive,,Chicago,IL,60693,No,,,,,,,No,No,,No,,,,,,(708) 563-5339,0,,2009-12-16 10:01:30,273,2009-12-16 10:01:30,273,2025-03-03,,,,"
"Check,2409,Csxt - Rr,CSXT - RR (**),Active,Repair,,,,,,,nan,No,,,,Used for destroyed car documentation,,,No,No,,No,,,,,,,0,,2023-03-01 08:12:26,5715,2023-03-01 08:12:26,5715,2025-03-03,,,,"
",2271,Curry Rail Services - Hollidaysburg Pa,Curry Rail Services - Hollidaysburg PA (Hollidaysburg),Active,Repair,212478000,C654,585 Berwind Rd,,Hollidaysburg,PA,16648,No,,,,Added from Insight,,NS,No,No,jbrown@curryrail.com; tturiano@curryrail.com; alindemuth@curryrail.com; RailcarShopping@curryrail.com; Bperretta@curryrail.com,No,,,,,,,1008751,,2023-01-06 00:00:00,1,2023-12-12 08:42:37,5735,2025-03-03,,,,"
",2451,Curry Rail Services Hockley,Curry Rail Services Hockley (Hockley),Active,Repair,,,17000 Premium Dr,,Hockley,TX,77447,No,,,,""Hoppers, no OTH or PD"",,UP,No,No,lpalomo@curryrail.com; dgill@curryrail.com,No,8142247459,,,,,(814) 793-7245,1008751,,2023-09-07 13:29:21,5715,2023-09-07 13:29:50,5715,2025-03-03,,,,"
",973,Cypress Rail (Formerly Northern Plains Rail),Cypress Rail (formerly Northern Plains Rail) (Randolph),Active,Repair,,,,,Randolph,MN,nan,No,,,,""10/28/24 -  pending Susan Thompson to provide details for updating FMS/SAP  rip track mostly handled as mobiles  12/16/2024 - inactivated, but keeping NPR for old billing and historical records.  -paul k.  1/21/25 - reactiviate.  SAP was 100576 - pk. No longer a cypressrail location, new one in Kasota, MN"",,,No,No, john_tofsly@nprail.com; rick_spiering@nprail.com; susan_thompson@nprail.com,No,,,,,,,1010627,,2013-06-03 08:13:04,49,2025-01-21 13:48:00,3534,2025-03-03,,,,"
",2053,Cypress Rail (Formerly Northern Plains Rail),Cypress Rail (formerly Northern Plains Rail) (Erskine),Active,Repair,503570000,,22210 US Hwy 2 SE,,Erskine,MN,56535,No,,,,10/28/24 - No paint or lining now under Cypress ownership - pending Susan Thompson to provide details for updating FMS/SAP  SAP was 1005766 - pk 1/21/25.,,CP,No,No,john_tofsly@cypressrail.com; susan_thompson@cypressrail.com; staci_jenson@cypressrail.com; bruce_gunderson@cypressrail.com; brian@cypressrail.com,No,CPR,,47.6688643,-96.0091218,,(218) 687-3138,1010627,www.cypressrail.com,2016-09-12 15:37:27,273,2025-01-21 13:46:49,3534,2025-03-03,,,,"
",2288,Cypress Rail (Formerly Northern Plains Rail),Cypress Rail (formerly Northern Plains Rail) (Grand Forks),Active,Repair,511740000,D80,1335 23rd Ave NE,Waybill to - Total Trans care Inc,Grand Forks,ND,58203,No,,,,10/28/24 - No paint or lining now under Cypress ownership - pending Susan Thompson to provide details for updating FMS/SAP  12/16/24 - SAP was 1008766.,,BNSF,No,No,john_tofsly@cypressrail.com; susan_thompson@cypressrail.com; staci_jenson@cypressrail.com carey_sannes@cypressrail.com; brian@cypressrail.com,No,,,48.0036389,-97.1131111,,(218) 687-3499,1010627,www.cypressrail.com,2023-01-06 00:00:00,1,2024-12-27 13:06:16,5735,2025-03-03,,,,"
",467,Dana Container,Dana Container (Wilmington),Active,Repair: Mini Mobile,221000000,,1280 Railcar Avenue,,Wilmington,DE,19802,No,,,,,,,No,No,rjones@danacompanies.com; dstratton@danacompanies.com,No,(302) 652-7943,,39.738893,-75.524726,,(302) 652-8550,1005762,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",994,Dana Railcare,Dana Railcare (Wilmington),Active,Repair,,,1280 Railcar Avenue,,Wilmington,DE,19802,No,,,,Delivering line NS    Don Stratton  Ray Jones  Jennings Nichols,,NS,Yes,No,dstratton@danacompanies.com; rjones@danacompanies.com; jnichols@danacompanies.com,Yes,302-652-7943,,39.743344,-75.522434,,(302) 652-8550,1005762,,2014-05-19 15:08:26,273,2020-07-01 10:14:20,1,2025-03-03,,,,"
",119,Dana Transport,Dana Transport (Nitro),Review,Repair,277618000,,,,Nitro,WV,nan,No,,,,,,,No,No,,No,,,38.414213,-81.824919,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
"Check,97,Darby Corporation,Darby Corporation (Kansas City),Review,Repair,581520000,,,,Kansas City,KS,nan,No,,,,,,,No,No,,No,,,39.102745,-94.626202,,(913) 469-9777,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",2019,Dedicated Tcs,Dedicated TCS  (LA),Review,Repair: Mini Mobile,,,New Orleans,,,LA,nan,No,,,,Truck Cleaning facility - no repair capability,,,No,No,michelle@destinationtruckrail.com,No,,,,,,(504) 246-2497,0,,2015-10-19 10:02:44,23,2017-04-07 10:38:44,273,2025-03-03,,,,"
"Check,112,Diversified Mech Service,Diversified Mech Service (Lansdale),Review,Repair,207507000,,,,Lansdale,PA,nan,No,,,,,,,No,No,,No,,,40.241563,-75.283747,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
"Check,2272,Dixie Railcar Services Llc,Dixie Railcar Services LLC (Hamlet),Active,Repair,416890000,D632,516 N. State Route 177,,Hamlet,NC,28345,No,,,,Operating out of old Trinity shop,,CSXT,No,No,Randy.Bowers@dixierailcar.com  ,No,,,34.9125,-76.67611111,,(518) 269-7363,1008435,www.dixierailcar.com,2023-01-06 00:00:00,1,2024-06-07 08:29:59,5715,2025-03-03,,,,"
"Delete,899,Do Not Use Rocky Mountain Railcar - Mru Use Only,DO NOT USE Rocky Mountain Railcar - MRU use only (Tooele),Active,Repair,,,1600 W. K-Avenue,,Tooele,UT,84074,No,,,,,,UP,No,No,Roland@rockymountainrailcar.com; bryson@rockymountainrailcar.com,No,,,,,,(435) 843-8317,1006996,www.rockymountainrailcar.com,2011-01-14 10:14:07,253,2024-05-15 08:26:11,5715,2025-03-03,,,,"
"Delete,764,Do Not Use Trinity Rail Maintenance Services,Do Not Use Trinity Rail Maintenance Services (Hamlet),Review,Repair,,,516 N. State Route 177,,Hamlet,NC,28345,No,,,,Closed - Dixie Railcar operates this location now  lost tank certification  hoppers only,,,No,No,toby.kocan@trin.net,No,,,34.891704,-79.709587,,(910) 205-0340,0,,2008-08-07 15:46:21,49,2024-06-07 08:28:55,5715,2025-03-03,,,,"
",114,Dome Railway Services,Dome Railway Services (Wood River),Review,Repair,396245000,,,,Wood River,IL,62095,No,,,,,,,No,No,,No,(618) 254-3060,,38.865232,-90.081955,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",101,""Drumm, Inc."",""Drumm, Inc. (Cincinnati)"",Active,Cleaning,359900000,,5366 Este Avenue,,Cincinnati,OH,45232,No,,,,Delivering line CSXT,,CSXT,Yes,No,ericd@drumminc.com; info@tankcarcleaning.com;Team.OH@drumminc.com,No,513-641-4362,,39.182081,-84.502595,,(513) 641-4141,1005761,www.tankcarcleaning.com,2007-04-01 00:00:00,1,2023-08-28 14:34:13,3492,2025-03-03,,,,"
",2026,""Drumm, Inc."",""Drumm, Inc. (Worthington)"",Review,Cleaning,,,P. O. Box 504,,Worthington,MN,56187,No,,,,Delivering line is the UP,,UP,Yes,No,ericd@drumminc.com; info@tankcarcleaning.com,No,(507) 372-2215,,43.633256,-95.568301,,(507) 372-2212,0,www.tankcarcleaning.com,2016-03-17 08:50:34,49,2016-06-06 13:54:26,49,2025-03-03,,,,"
"Check,103,""Dte Rail Services, Inc."",""DTE Rail Services, Inc. (Grand Island)"",Review,Repair,555720000,,P.O. Box 1548,,Grand Island,NE,68802,No,,,,,,,No,No,boston@dters.com,No,(308) 382-2474,,40.920324,-98.364636,,(308) 382-3880,0,,2007-04-01 00:00:00,1,2007-12-13 08:26:47,49,2025-03-03,,,,"
",293,""Dte Rail Services, Inc. (Freightcar Rail Services)"",""DTE Rail Services, Inc. (FreightCar Rail Services) (Clinton)"",Review,Repair,369985000,,515 East 4th Street,,Clinton,IN,47842,No,,,,,,,No,No,kgosnell@freightcar.net,No,(765) 832-6968,,39.657167,-87.403918,,(765) 832-5210,0,,2007-04-01 00:00:00,1,2010-12-01 09:22:19,49,2025-03-03,,,,"
"Check,925,Dynamic Rail Services,Dynamic Rail Services (Moose Jaw),Active,Repair,74040000,,1950 Coteau Street,,Moose Jaw,SK,S6H 7,No,,,,""CAN NOT DO TANKS-PD/Hopper repairs, general running repairs"",,CPKC,No,No,corey@dynamicrs.ca; braden@dynamicrs.ca; jeff@dynamicrs.ca,No,,,50.3823527,-105.5869391,,(306) 691-2430,1007299,www.dynamicrailcarservices.ca,2011-07-27 10:43:20,49,2025-01-31 12:28:52,5715,2025-03-03,,,,"
",44,Eagle Railcar,Eagle Railcar (Channelview (UP)),Review,Repair,684745000,,407 West Brentwood,,Channelview (UP),TX,77530,No,,,,Lori Chapa  Delivering line is the UP,,UP,No,No,chapa@Rescar.com; hernandez@rescar.com; Martinez@Rescar.com,No,(281) 452-5084,,29.79333,-95.124371,,(281) 452-4221,0,,2007-04-01 00:00:00,1,2025-02-11 08:52:45,3492,2025-03-03,,,,"
",125,Eagle Railcar,Eagle Railcar (Elkhart),Active,Repair,666885000,,Hwy. 287 South,Hwy. 287 South,Elkhart,TX,75839,No,,,,Delivering line UP. Vic Bower is plant manager,,UP,Yes,Yes,Elkhart@eaglerailcar.com; Amanda.Smith@eaglerailcar.com; Ryan.Sycks@eaglerailcar.com; Jamie.Calfee@eaglerailcar.com;elkhartcustomerservice@eaglerailcar.com,Yes,936-764-5623,,31.62062,-95.568048,,(903) 764-5621,1005767,www.eaglerailcarelkhart.com,2007-04-01 00:00:00,1,2025-02-12 10:08:37,3492,2025-03-03,,,,"
"Check,382,Eagle Railcar,Eagle Railcar (Gordon),Active,Repair,462310000,,109 Ball Park Road,,Gordon,GA,31031,No,,,,Delivering line is NS  formerly Rescar,,NS,Yes,No, Gordon@eaglerailcar.com; amanda.smith@eaglerailcar.com; ryan.sycks@eaglerailcar.com; Jamie.Calfee@eaglerailcar.com,Yes,(478) 628-3851,,32.8809675,-83.3503137,,(478) 628-3709,1008774,www.rescar.com,2007-04-01 00:00:00,1,2024-10-25 11:22:15,5715,2025-03-03,,,,"
",385,Eagle Railcar,Eagle Railcar (DuBois),Active,Repair,211801000,,450 Osborne Avenue,,DuBois,PA,15801,No,,,,""Address: 450 Osborn St. Dubois, PA 15801  SPLC: 211720  Delivering carrier: BPRR    BPRR SWITCH RATES  Dubois, PA to  New Castle, PA Buffalo, NY Butler, PA  $427  New Castle, PA, Buffalo, NY Butler, PA to Dubois, PA $427  Pittsburgh, PA Bruceton, PA to Dubois, PA $427  Dubois, PA to Pittsburgh, PA Bruceton, PA $869*  *Switching charges of AVR at Intermediate will be absorbed."",,BPRR,Yes,No, Dubois@eaglerailcar.com; Amanda.Smith@eaglerailcar.com; Ryan.Sycks@eaglerailcar.com; Jamie.Calfee@eaglerailcar.com ,Yes,(814) 375-9167,,41.128069,-78.7695457,,(814) 375-9050,1008773,www.rescar.com,2007-04-01 00:00:00,1,2024-10-25 11:03:59,5715,2025-03-03,,,,"
